"Market_and_Exchange_Names","As_of_Date_In_Form_YYMMDD","Report_Date_as_YYYY-MM-DD","CFTC_Contract_Market_Code","CFTC_Market_Code","CFTC_Region_Code","CFTC_Commodity_Code","Open_Interest_All","Dealer_Positions_Long_All","Dealer_Positions_Short_All","Dealer_Positions_Spread_All","Asset_Mgr_Positions_Long_All","Asset_Mgr_Positions_Short_All","Asset_Mgr_Positions_Spread_All","Lev_Money_Positions_Long_All","Lev_Money_Positions_Short_All","Lev_Money_Positions_Spread_All","Other_Rept_Positions_Long_All","Other_Rept_Positions_Short_All","Other_Rept_Positions_Spread_All","Tot_Rept_Positions_Long_All","Tot_Rept_Positions_Short_All","NonRept_Positions_Long_All","NonRept_Positions_Short_All","Change_in_Open_Interest_All","Change_in_Dealer_Long_All","Change_in_Dealer_Short_All","Change_in_Dealer_Spread_All","Change_in_Asset_Mgr_Long_All","Change_in_Asset_Mgr_Short_All","Change_in_Asset_Mgr_Spread_All","Change_in_Lev_Money_Long_All","Change_in_Lev_Money_Short_All","Change_in_Lev_Money_Spread_All","Change_in_Other_Rept_Long_All","Change_in_Other_Rept_Short_All","Change_in_Other_Rept_Spread_All","Change_in_Tot_Rept_Long_All","Change_in_Tot_Rept_Short_All","Change_in_NonRept_Long_All","Change_in_NonRept_Short_All","Pct_of_Open_Interest_All","Pct_of_OI_Dealer_Long_All","Pct_of_OI_Dealer_Short_All","Pct_of_OI_Dealer_Spread_All","Pct_of_OI_Asset_Mgr_Long_All","Pct_of_OI_Asset_Mgr_Short_All","Pct_of_OI_Asset_Mgr_Spread_All","Pct_of_OI_Lev_Money_Long_All","Pct_of_OI_Lev_Money_Short_All","Pct_of_OI_Lev_Money_Spread_All","Pct_of_OI_Other_Rept_Long_All","Pct_of_OI_Other_Rept_Short_All","Pct_of_OI_Other_Rept_Spread_All","Pct_of_OI_Tot_Rept_Long_All","Pct_of_OI_Tot_Rept_Short_All","Pct_of_OI_NonRept_Long_All","Pct_of_OI_NonRept_Short_All","Traders_Tot_All","Traders_Dealer_Long_All","Traders_Dealer_Short_All","Traders_Dealer_Spread_All","Traders_Asset_Mgr_Long_All","Traders_Asset_Mgr_Short_All","Traders_Asset_Mgr_Spread_All","Traders_Lev_Money_Long_All","Traders_Lev_Money_Short_All","Traders_Lev_Money_Spread_All","Traders_Other_Rept_Long_All","Traders_Other_Rept_Short_All","Traders_Other_Rept_Spread_All","Traders_Tot_Rept_Long_All","Traders_Tot_Rept_Short_All","Conc_Gross_LE_4_TDR_Long_All","Conc_Gross_LE_4_TDR_Short_All","Conc_Gross_LE_8_TDR_Long_All","Conc_Gross_LE_8_TDR_Short_All","Conc_Net_LE_4_TDR_Long_All","Conc_Net_LE_4_TDR_Short_All","Conc_Net_LE_8_TDR_Long_All","Conc_Net_LE_8_TDR_Short_All","Contract_Units","CFTC_Contract_Market_Code_Quotes","CFTC_Market_Code_Quotes","CFTC_Commodity_Code_Quotes","CFTC_SubGroup_Code","FutOnly_or_Combined"
"RUSSELL E-MINI - CHICAGO MERCANTILE EXCHANGE",240123,2024-01-23,239742,CME ,00,239 ,  504119,   88654,  128426,    7203,  207434,  160288,   30727,  116417,  126430,    5033,   17322,   26319,     300,  473090,  484726,   31029,   19393,   14022,    3047,    -135,     -97,     655,   -4069,    5157,    6788,    9474,    1497,   -3333,    4286,       0,   13714,   16113,     308,   -2091,  100.0,   17.6,   25.5,    1.4,   41.1,   31.8,    6.1,   23.1,   25.1,    1.0,    3.4,    5.2,    0.1,   93.8,   96.2,    6.2,    3.8,    355,     31,     19,      5,    102,     56,     41,     52,     70,     26,     11,     14,.,    234,    194,    15.0,    22.6,    26.1,    33.0,    14.8,    22.6,    25.7,    33.0,"(RUSSEL 2000 INDEX X $50)","239742","CME ","239 ","F20","FutOnly"
"RUSSELL E-MINI - CHICAGO MERCANTILE EXCHANGE",240116,2024-01-16,239742,CME ,00,239 ,  490097,   85607,  128561,    7300,  206779,  164357,   25570,  109629,  116956,    3536,   20655,   22033,     300,  459376,  468613,   30721,   21484,   -8966,    1360,   -4009,    -262,  -14064,    3090,    1337,   16853,   -5429,   -1949,  -12844,   -4074,      -7,   -9576,  -11303,     610,    2337,  100.0,   17.5,   26.2,    1.5,   42.2,   33.5,    5.2,   22.4,   23.9,    0.7,    4.2,    4.5,    0.1,   93.7,   95.6,    6.3,    4.4,    346,     34,     17,      8,     96,     56,     41,     57,     61,     25,     12,     13,.,    236,    185,    15.1,    23.4,    25.0,    34.1,    14.9,    23.4,    24.4,    34.0,"(RUSSEL 2000 INDEX X $50)","239742","CME ","239 ","F20","FutOnly"
"RUSSELL E-MINI - CHICAGO MERCANTILE EXCHANGE",240109,2024-01-09,239742,CME ,00,239 ,  499063,   84247,  132570,    7562,  220843,  161267,   24233,   92776,  122385,    5485,   33499,   26107,     307,  468952,  479916,   30111,   19147,  -17276,     512,   -6614,   -1515,  -23539,     356,     862,   -3100,  -13155,     523,    9996,    3226,       6,  -16255,  -16311,   -1021,    -965,  100.0,   16.9,   26.6,    1.5,   44.3,   32.3,    4.9,   18.6,   24.5,    1.1,    6.7,    5.2,    0.1,   94.0,   96.2,    6.0,    3.8,    359,     35,     17,      7,    101,     58,     40,     56,     62,     24,     15,     15,.,    246,    186,    15.5,    21.4,    26.7,    32.0,    15.2,    21.4,    25.7,    32.0,"(RUSSEL 2000 INDEX X $50)","239742","CME ","239 ","F20","FutOnly"
"RUSSELL E-MINI - CHICAGO MERCANTILE EXCHANGE",240102,2024-01-02,239742,CME ,00,239 ,  516339,   83735,  139184,    9077,  244382,  160911,   23371,   95876,  135540,    4962,   23503,   22881,     301,  485207,  496227,   31132,   20112,   18098,    1487,    6930,     799,   15175,   18645,   -1300,   -2644,   -9830,    1720,    1819,    2114,     -31,   17025,   19047,    1073,    -949,  100.0,   16.2,   27.0,    1.8,   47.3,   31.2,    4.5,   18.6,   26.3,    1.0,    4.6,    4.4,    0.1,   94.0,   96.1,    6.0,    3.9,    366,     34,     20,      5,    106,     58,     43,     57,     64,     24,     13,     14,.,    244,    196,    16.6,    18.7,    27.3,    29.8,    16.2,    18.7,    26.3,    29.8,"(RUSSEL 2000 INDEX X $50)","239742","CME ","239 ","F20","FutOnly"
"EMINI RUSSELL 1000 VALUE INDEX - CHICAGO MERCANTILE EXCHANGE",240213,2024-02-13,239744,CME ,00,239 ,   31584,   17384,   15406,       0,   12378,   14355,       0,     766,     828,       0,       0,       0,       0,   30528,   30589,    1056,     995,     641,     773,     673,       0,    -310,      -5,       0,     136,       0,       0,       0,       0,       0,     599,     668,      42,     -27,  100.0,   55.0,   48.8,    0.0,   39.2,   45.5,    0.0,    2.4,    2.6,    0.0,    0.0,    0.0,    0.0,   96.7,   96.8,    3.3,    3.2,     26,.,      9,      0,      8,      4,      0,.,.,      0,      0,      0,      0,     11,     15,    77.0,    79.2,    93.2,    89.1,    77.0,    79.2,    93.2,    89.1,"(RUSSELL 1000 VALUE INDEX x $50)","239744","CME ","239 ","F20","FutOnly"
"EMINI RUSSELL 1000 VALUE INDEX - CHICAGO MERCANTILE EXCHANGE",240206,2024-02-06,239744,CME ,00,239 ,   30943,   16611,   14733,       0,   12688,   14360,       0,     630,     828,       0,       0,       0,       0,   29929,   29921,    1014,    1022,     481,      68,     321,       0,     474,      36,       0,      41,       0,       0,       0,       0,       0,     583,     357,    -102,     124,  100.0,   53.7,   47.6,    0.0,   41.0,   46.4,    0.0,    2.0,    2.7,    0.0,    0.0,    0.0,    0.0,   96.7,   96.7,    3.3,    3.3,     26,.,      9,      0,      8,      4,      0,.,.,      0,      0,      0,      0,     11,     15,    76.9,    79.5,    93.4,    88.8,    76.9,    79.5,    93.4,    88.8,"(RUSSELL 1000 VALUE INDEX x $50)","239744","CME ","239 ","F20","FutOnly"
"EMINI RUSSELL 1000 VALUE INDEX - CHICAGO MERCANTILE EXCHANGE",240130,2024-01-30,239744,CME ,00,239 ,   30462,   16543,   14412,       0,   12214,   14324,       0,     589,     828,       0,       0,       0,       0,   29346,   29564,    1116,     898,    -885,     751,   -1101,       0,   -1440,     348,    -248,      19,       0,       0,       0,       0,       0,    -918,   -1001,      33,     116,  100.0,   54.3,   47.3,    0.0,   40.1,   47.0,    0.0,    1.9,    2.7,    0.0,    0.0,    0.0,    0.0,   96.3,   97.1,    3.7,    2.9,     26,.,      9,      0,      8,      4,      0,.,.,      0,      0,      0,      0,     11,     15,    76.7,    79.8,    93.4,    89.2,    76.7,    79.8,    93.4,    89.2,"(RUSSELL 1000 VALUE INDEX x $50)","239744","CME ","239 ","F20","FutOnly"
"EMINI RUSSELL 1000 VALUE INDEX - CHICAGO MERCANTILE EXCHANGE",240123,2024-01-23,239744,CME ,00,239 ,   31347,   15792,   15513,       0,   13654,   13976,     248,     570,     828,       0,       0,       0,       0,   30264,   30565,    1083,     782,    2228,    2554,     688,       0,    -579,    1493,       5,     212,     279,       0,       0,       0,       0,    2192,    2465,      36,    -237,  100.0,   50.4,   49.5,    0.0,   43.6,   44.6,    0.8,    1.8,    2.6,    0.0,    0.0,    0.0,    0.0,   96.5,   97.5,    3.5,    2.5,     27,.,      9,      0,     10,.,.,.,.,      0,      0,      0,      0,     13,     15,    72.9,    81.3,    90.4,    90.2,    72.9,    81.3,    89.6,    90.2,"(RUSSELL 1000 VALUE INDEX x $50)","239744","CME ","239 ","F20","FutOnly"
"EMINI RUSSELL 1000 VALUE INDEX - CHICAGO MERCANTILE EXCHANGE",240116,2024-01-16,239744,CME ,00,239 ,   29119,   13238,   14825,       0,   14233,   12483,     243,     358,     549,       0,       0,       0,       0,   28072,   28100,    1047,    1019,     175,    -168,     314,       0,     623,       0,     -44,       0,       0,       0,       0,       0,       0,     411,     270,    -236,     -95,  100.0,   45.5,   50.9,    0.0,   48.9,   42.9,    0.8,    1.2,    1.9,    0.0,    0.0,    0.0,    0.0,   96.4,   96.5,    3.6,    3.5,     24,.,      8,      0,     10,.,.,.,.,      0,      0,      0,      0,     12,     13,    71.2,    81.8,    90.1,    90.8,    71.2,    81.8,    89.2,    90.8,"(RUSSELL 1000 VALUE INDEX x $50)","239744","CME ","239 ","F20","FutOnly"
"EMINI RUSSELL 1000 VALUE INDEX - CHICAGO MERCANTILE EXCHANGE",240109,2024-01-09,239744,CME ,00,239 ,   28944,   13406,   14511,       0,   13610,   12483,     287,     358,     549,       0,       0,       0,       0,   27661,   27830,    1283,    1114,    1411,    -264,    1896,       0,     815,    -335,     287,       0,    -441,       0,       0,       0,       0,     838,    1407,     573,       4,  100.0,   46.3,   50.1,    0.0,   47.0,   43.1,    1.0,    1.2,    1.9,    0.0,    0.0,    0.0,    0.0,   95.6,   96.2,    4.4,    3.8,     23,.,      8,      0,      9,.,.,.,.,      0,      0,      0,      0,     11,     13,    71.6,    82.1,    90.7,    90.2,    71.6,    82.1,    89.7,    90.2,"(RUSSELL 1000 VALUE INDEX x $50)","239744","CME ","239 ","F20","FutOnly"
"EMINI RUSSELL 1000 VALUE INDEX - CHICAGO MERCANTILE EXCHANGE",240102,2024-01-02,239744,CME ,00,239 ,   27533,   13670,   12615,       0,   12795,   12818,       0,     358,     990,       0,       0,       0,       0,   26823,   26423,     710,    1110,    1251,    1463,    1242,       0,    -106,     -30,       0,       0,       0,       0,       0,       0,       0,    1357,    1212,    -106,      39,  100.0,   49.6,   45.8,    0.0,   46.5,   46.6,    0.0,    1.3,    3.6,    0.0,    0.0,    0.0,    0.0,   97.4,   96.0,    2.6,    4.0,     24,.,      7,      0,      9,      4,      0,.,.,      0,      0,      0,      0,     11,     13,    75.9,    81.4,    94.0,    89.5,    75.9,    81.4,    94.0,    89.5,"(RUSSELL 1000 VALUE INDEX x $50)","239744","CME ","239 ","F20","FutOnly"
"MICRO E-MINI RUSSELL 2000 INDX - CHICAGO MERCANTILE EXCHANGE",240213,2024-02-13,239747,CME ,00,239 ,   33891,       0,     621,       0,    1165,     200,     175,   15226,   16740,     132,    4673,    2037,      50,   21421,   19955,   12470,   13936,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,  100.0,    0.0,    1.8,    0.0,    3.4,    0.6,    0.5,   44.9,   49.4,    0.4,   13.8,    6.0,    0.1,   63.2,   58.9,   36.8,   41.1,     20,      0,.,      0,.,.,.,      4,      6,.,.,.,.,     12,     14,    50.1,    46.3,    62.3,    55.2,    49.9,    46.1,    61.5,    54.9,"(RUSSEL 2000 INDEX X $0.5)","239747","CME ","239 ","F20","FutOnly"
"NIKKEI STOCK AVERAGE - CHICAGO MERCANTILE EXCHANGE",240213,2024-02-13,240741,CME ,00,240 ,   16894,       0,    8766,       0,   10781,       0,       9,    1459,    2236,       0,     423,    3473,       0,   12672,   14484,    4222,    2410,     388,       0,     183,       0,      32,       0,       3,       7,     504,       0,       0,    -452,       0,      42,     238,     346,     150,  100.0,    0.0,   51.9,    0.0,   63.8,    0.0,    0.1,    8.6,   13.2,    0.0,    2.5,   20.6,    0.0,   75.0,   85.7,   25.0,   14.3,     27,      0,      5,      0,     12,      0,.,.,      4,      0,.,.,      0,     15,     13,    53.6,    58.8,    63.4,    75.5,    53.6,    58.8,    63.4,    75.5,"(NIKKEI INDEX X $5.00)","240741","CME ","240 ","F20","FutOnly"
"NIKKEI STOCK AVERAGE - CHICAGO MERCANTILE EXCHANGE",240206,2024-02-06,240741,CME ,00,240 ,   16506,       0,    8583,       0,   10749,       0,       6,    1452,    1732,       0,     423,    3925,       0,   12630,   14246,    3876,    2260,    -294,       0,      88,       0,     -39,       0,       0,       2,   -1006,       0,       0,     486,       0,     -37,    -432,    -257,     138,  100.0,    0.0,   52.0,    0.0,   65.1,    0.0,    0.0,    8.8,   10.5,    0.0,    2.6,   23.8,    0.0,   76.5,   86.3,   23.5,   13.7,     27,      0,      5,      0,     12,      0,.,.,      4,      0,.,.,      0,     15,     13,    54.3,    60.0,    64.3,    78.5,    54.3,    60.0,    64.3,    78.5,"(NIKKEI INDEX X $5.00)","240741","CME ","240 ","F20","FutOnly"
"NIKKEI STOCK AVERAGE - CHICAGO MERCANTILE EXCHANGE",240130,2024-01-30,240741,CME ,00,240 ,   16800,       0,    8495,       0,   10788,       0,       6,    1450,    2738,       0,     423,    3439,       0,   12667,   14678,    4133,    2122,     120,       0,      29,       0,     128,       0,       1,    -253,     107,       0,       0,     102,       0,    -124,     239,     244,    -119,  100.0,    0.0,   50.6,    0.0,   64.2,    0.0,    0.0,    8.6,   16.3,    0.0,    2.5,   20.5,    0.0,   75.4,   87.4,   24.6,   12.6,     26,      0,      5,      0,     12,      0,.,.,.,      0,.,.,      0,     15,     12,    53.5,    57.5,    63.1,    81.2,    53.5,    57.5,    63.1,    81.2,"(NIKKEI INDEX X $5.00)","240741","CME ","240 ","F20","FutOnly"
"NIKKEI STOCK AVERAGE - CHICAGO MERCANTILE EXCHANGE",240123,2024-01-23,240741,CME ,00,240 ,   16680,       0,    8466,       0,   10660,       0,       5,    1703,    2631,       0,     423,    3337,       0,   12791,   14439,    3889,    2241,   -1046,       0,     342,       0,    -869,       0,      -6,    -391,    -879,       0,       0,    -236,       0,   -1266,    -779,     220,    -267,  100.0,    0.0,   50.8,    0.0,   63.9,    0.0,    0.0,   10.2,   15.8,    0.0,    2.5,   20.0,    0.0,   76.7,   86.6,   23.3,   13.4,     27,      0,      5,      0,     12,      0,.,.,.,      0,.,.,      0,     16,     12,    52.5,    57.7,    62.5,    79.6,    52.5,    57.7,    62.5,    79.6,"(NIKKEI INDEX X $5.00)","240741","CME ","240 ","F20","FutOnly"
"NIKKEI STOCK AVERAGE - CHICAGO MERCANTILE EXCHANGE",240116,2024-01-16,240741,CME ,00,240 ,   17726,       0,    8124,       0,   11529,       0,      11,    2094,    3510,       0,     423,    3573,       0,   14057,   15218,    3669,    2508,    2222,       0,     164,       0,    1563,       0,      -2,     694,    1280,       0,       0,    1040,       0,    2255,    2482,     -33,    -260,  100.0,    0.0,   45.8,    0.0,   65.0,    0.0,    0.1,   11.8,   19.8,    0.0,    2.4,   20.2,    0.0,   79.3,   85.9,   20.7,   14.1,     29,      0,      5,      0,     13,      0,.,      4,.,      0,.,.,      0,     18,     12,    51.7,    57.8,    62.1,    79.1,    51.7,    57.8,    62.1,    79.1,"(NIKKEI INDEX X $5.00)","240741","CME ","240 ","F20","FutOnly"
"NIKKEI STOCK AVERAGE - CHICAGO MERCANTILE EXCHANGE",240109,2024-01-09,240741,CME ,00,240 ,   15504,       0,    7960,       0,    9966,       0,      13,    1400,    2230,       0,     423,    2533,       0,   11802,   12736,    3702,    2768,     340,       0,       1,       0,    -100,       0,       3,     307,    -126,       0,      59,     -83,       0,     269,    -205,      71,     545,  100.0,    0.0,   51.3,    0.0,   64.3,    0.0,    0.1,    9.0,   14.4,    0.0,    2.7,   16.3,    0.0,   76.1,   82.1,   23.9,   17.9,     23,      0,      5,      0,     10,      0,.,.,.,      0,.,.,      0,     13,     11,    55.0,    58.1,    66.2,    78.1,    55.0,    58.1,    66.2,    78.1,"(NIKKEI INDEX X $5.00)","240741","CME ","240 ","F20","FutOnly"
"NIKKEI STOCK AVERAGE - CHICAGO MERCANTILE EXCHANGE",240102,2024-01-02,240741,CME ,00,240 ,   15164,       0,    7959,       0,   10066,       0,      10,    1093,    2356,       0,     364,    2616,       0,   11533,   12941,    3631,    2223,     353,       0,       0,       0,      67,       0,      -4,       0,      85,       0,       0,     412,       0,      63,     493,     290,    -140,  100.0,    0.0,   52.5,    0.0,   66.4,    0.0,    0.1,    7.2,   15.5,    0.0,    2.4,   17.3,    0.0,   76.1,   85.3,   23.9,   14.7,     22,      0,      5,      0,     10,      0,.,.,.,      0,.,.,      0,     12,     11,    56.2,    60.8,    67.9,    81.7,    56.2,    60.8,    67.9,    81.7,"(NIKKEI INDEX X $5.00)","240741","CME ","240 ","F20","FutOnly"
"NIKKEI STOCK AVERAGE YEN DENOM - CHICAGO MERCANTILE EXCHANGE",240213,2024-02-13,240743,CME ,00,240 ,   51500,    9679,   15348,    1560,   13188,    1636,     682,   12070,   12250,     641,    5230,    2132,       0,   43050,   34249,    8450,   17251,    2384,    2520,      33,     -36,     125,      82,     -10,    -446,    4109,     -18,    -576,      61,       0,    1559,    4221,     825,   -1837,  100.0,   18.8,   29.8,    3.0,   25.6,    3.2,    1.3,   23.4,   23.8,    1.2,   10.2,    4.1,    0.0,   83.6,   66.5,   16.4,   33.5,     65,      8,      8,.,     13,.,      4,     17,     11,      4,.,.,      0,     43,     32,    26.5,    40.5,    40.8,    50.8,    25.3,    38.0,    39.0,    48.3,"(NIKKEI INDEX X JPY 500)","240743","CME ","240 ","F20","FutOnly"
"NIKKEI STOCK AVERAGE YEN DENOM - CHICAGO MERCANTILE EXCHANGE",240206,2024-02-06,240743,CME ,00,240 ,   49116,    7159,   15315,    1596,   13063,    1554,     692,   12516,    8141,     659,    5806,    2071,       0,   41491,   30028,    7625,   19088,     446,     374,    -703,      30,    -129,       8,      -3,     -38,    1880,     332,     491,    -270,       0,    1057,    1274,    -611,    -828,  100.0,   14.6,   31.2,    3.2,   26.6,    3.2,    1.4,   25.5,   16.6,    1.3,   11.8,    4.2,    0.0,   84.5,   61.1,   15.5,   38.9,     62,      8,      6,.,     13,.,      5,     18,      9,      5,.,.,      0,     46,     28,    25.5,    39.6,    39.9,    48.7,    24.3,    37.1,    37.8,    46.2,"(NIKKEI INDEX X JPY 500)","240743","CME ","240 ","F20","FutOnly"
"NIKKEI STOCK AVERAGE YEN DENOM - CHICAGO MERCANTILE EXCHANGE",240130,2024-01-30,240743,CME ,00,240 ,   48670,    6785,   16018,    1566,   13192,    1546,     695,   12554,    6261,     327,    5315,    2341,       0,   40434,   28754,    8236,   19916,    1996,      81,    -401,     -45,     442,     288,      30,     661,   -1172,    -198,     -65,     564,       0,     906,    -934,    1090,    2930,  100.0,   13.9,   32.9,    3.2,   27.1,    3.2,    1.4,   25.8,   12.9,    0.7,   10.9,    4.8,    0.0,   83.1,   59.1,   16.9,   40.9,     63,      8,      6,.,     13,.,      5,     16,     10,.,      4,      4,      0,     44,     29,    23.8,    37.7,    39.7,    45.8,    22.6,    35.2,    37.6,    43.3,"(NIKKEI INDEX X JPY 500)","240743","CME ","240 ","F20","FutOnly"
"NIKKEI STOCK AVERAGE YEN DENOM - CHICAGO MERCANTILE EXCHANGE",240123,2024-01-23,240743,CME ,00,240 ,   46674,    6704,   16419,    1611,   12750,    1258,     665,   11893,    7433,     525,    5380,    1777,       0,   39528,   29688,    7146,   16986,   -2319,    1418,    -825,      15,   -1573,    -166,       0,   -1467,   -1429,     145,    -327,     491,       0,   -1789,   -1769,    -530,    -550,  100.0,   14.4,   35.2,    3.5,   27.3,    2.7,    1.4,   25.5,   15.9,    1.1,   11.5,    3.8,    0.0,   84.7,   63.6,   15.3,   36.4,     64,      8,      6,.,     13,.,      4,     17,     12,      6,      5,.,      0,     47,     29,    24.5,    39.8,    39.9,    50.3,    23.1,    37.1,    37.7,    47.6,"(NIKKEI INDEX X JPY 500)","240743","CME ","240 ","F20","FutOnly"
"NIKKEI STOCK AVERAGE YEN DENOM - CHICAGO MERCANTILE EXCHANGE",240116,2024-01-16,240743,CME ,00,240 ,   48993,    5286,   17244,    1596,   14323,    1424,     665,   13360,    8862,     380,    5707,    1286,       0,   41317,   31457,    7676,   17536,    4385,    -713,   -1716,    1226,     144,     256,      14,    2123,    1798,     -74,    1583,     520,       0,    4303,    2024,      82,    2361,  100.0,   10.8,   35.2,    3.3,   29.2,    2.9,    1.4,   27.3,   18.1,    0.8,   11.6,    2.6,    0.0,   84.3,   64.2,   15.7,   35.8,     59,      6,      6,.,     14,.,      4,     18,      8,.,      4,.,      0,     44,     24,    27.1,    46.6,    42.2,    54.9,    25.8,    44.2,    40.9,    52.4,"(NIKKEI INDEX X JPY 500)","240743","CME ","240 ","F20","FutOnly"
"NIKKEI STOCK AVERAGE YEN DENOM - CHICAGO MERCANTILE EXCHANGE",240109,2024-01-09,240743,CME ,00,240 ,   44608,    5999,   18960,     370,   14179,    1168,     651,   11237,    7064,     454,    4124,     766,       0,   37014,   29433,    7594,   15175,    2791,    -355,    1184,      46,    2000,     -81,    -251,    1592,    2528,     200,     -45,       0,       0,    3187,    3626,    -396,    -835,  100.0,   13.4,   42.5,    0.8,   31.8,    2.6,    1.5,   25.2,   15.8,    1.0,    9.2,    1.7,    0.0,   83.0,   66.0,   17.0,   34.0,     58,      7,      5,.,     14,.,      4,     17,      8,.,      4,.,      0,     43,     22,    24.1,    50.0,    41.0,    58.2,    22.7,    50.0,    39.6,    57.9,"(NIKKEI INDEX X JPY 500)","240743","CME ","240 ","F20","FutOnly"
"NIKKEI STOCK AVERAGE YEN DENOM - CHICAGO MERCANTILE EXCHANGE",240102,2024-01-02,240743,CME ,00,240 ,   41817,    6354,   17776,     324,   12179,    1249,     902,    9645,    4536,     254,    4169,     766,       0,   33827,   25807,    7990,   16010,    -253,      30,      62,       1,    -374,      81,     227,    -101,     790,    -229,    -502,       0,       0,    -948,     932,     695,   -1185,  100.0,   15.2,   42.5,    0.8,   29.1,    3.0,    2.2,   23.1,   10.8,    0.6,   10.0,    1.8,    0.0,   80.9,   61.7,   19.1,   38.3,     53,      7,.,.,     11,.,      5,     15,      9,.,      4,.,      0,     38,     22,    26.6,    47.8,    44.2,    54.1,    25.1,    47.8,    41.9,    53.6,"(NIKKEI INDEX X JPY 500)","240743","CME ","240 ","F20","FutOnly"
"MSCI EAFE  - ICE FUTURES U.S.",240213,2024-02-13,244041,ICUS,01,244 ,  430924,   38438,  245311,    1374,  305659,   72393,   27406,   32049,   15767,    1075,   10233,   57061,    1013,  417247,  421400,   13677,    9524,    5759,    1202,     -83,      49,    -840,    2764,    3703,    1281,   -1973,    -169,    -215,      81,      20,    5031,    4392,     728,    1367,  100.0,    8.9,   56.9,    0.3,   70.9,   16.8,    6.4,    7.4,    3.7,    0.2,    2.4,   13.2,    0.2,   96.8,   97.8,    3.2,    2.2,    196,     12,     16,      6,     79,     39,     36,     27,     14,      8,      6,.,.,    144,    103,    26.5,    39.1,    39.5,    60.6,    23.8,    39.1,    36.8,    60.5,"(MSCI EAFE INDEX X $50)","244041","ICUS","244 ","F20","FutOnly"
"MSCI EAFE  - ICE FUTURES U.S.",240206,2024-02-06,244041,ICUS,01,244 ,  425165,   37236,  245394,    1325,  306499,   69629,   23703,   30768,   17740,    1244,   10448,   56980,     993,  412216,  417008,   12949,    8157,    2634,      96,    4382,     144,    9793,    -500,   -4786,   -1487,    -544,     402,    -868,    3597,      39,    3333,    2734,    -699,    -100,  100.0,    8.8,   57.7,    0.3,   72.1,   16.4,    5.6,    7.2,    4.2,    0.3,    2.5,   13.4,    0.2,   97.0,   98.1,    3.0,    1.9,    198,     10,     17,      6,     80,     39,     35,     26,     16,     10,      6,      4,.,    146,    104,    26.4,    39.7,    39.6,    62.3,    24.5,    39.6,    37.6,    62.3,"(MSCI EAFE INDEX X $50)","244041","ICUS","244 ","F20","FutOnly"
"MSCI EAFE  - ICE FUTURES U.S.",240130,2024-01-30,244041,ICUS,01,244 ,  422531,   37140,  241012,    1181,  296706,   70129,   28489,   32255,   18284,     842,   11316,   53383,     954,  408883,  414274,   13648,    8257,   -1100,     177,    1669,      78,   -5118,   -3055,    -267,    5893,    2074,    -455,    -110,    -568,      45,     243,    -479,   -1343,    -621,  100.0,    8.8,   57.0,    0.3,   70.2,   16.6,    6.7,    7.6,    4.3,    0.2,    2.7,   12.6,    0.2,   96.8,   98.0,    3.2,    2.0,    195,     11,     18,      7,     80,     37,     35,     26,     14,      7,      6,.,.,    142,    103,    27.0,    39.3,    41.1,    61.6,    25.3,    39.3,    38.4,    61.5,"(MSCI EAFE INDEX X $50)","244041","ICUS","244 ","F20","FutOnly"
"MSCI EAFE  - ICE FUTURES U.S.",240123,2024-01-23,244041,ICUS,01,244 ,  423631,   36963,  239343,    1103,  301824,   73184,   28756,   26362,   16210,    1297,   11426,   53951,     909,  408640,  414753,   14991,    8878,   -2854,    -453,   -1562,       2,     541,    -140,     279,   -3603,   -2443,     272,   -1394,     -60,     287,   -4069,   -3365,    1215,     511,  100.0,    8.7,   56.5,    0.3,   71.2,   17.3,    6.8,    6.2,    3.8,    0.3,    2.7,   12.7,    0.2,   96.5,   97.9,    3.5,    2.1,    192,     10,     17,      7,     78,     37,     35,     26,     15,      8,      6,.,.,    141,    102,    26.2,    38.6,    39.5,    61.8,    24.4,    38.6,    37.7,    61.8,"(MSCI EAFE INDEX X $50)","244041","ICUS","244 ","F20","FutOnly"
"MSCI EAFE  - ICE FUTURES U.S.",240116,2024-01-16,244041,ICUS,01,244 ,  426485,   37416,  240905,    1101,  301283,   73324,   28477,   29965,   18653,    1025,   12820,   54011,     622,  412709,  418118,   13776,    8367,     210,    -603,  -10408,     126,    2746,    -403,     361,     553,    2226,    -582,    -772,    9769,       0,    1829,    1089,   -1619,    -879,  100.0,    8.8,   56.5,    0.3,   70.6,   17.2,    6.7,    7.0,    4.4,    0.2,    3.0,   12.7,    0.1,   96.8,   98.0,    3.2,    2.0,    200,     11,     17,      5,     83,     37,     35,     27,     16,      8,      6,.,.,    147,    102,    25.7,    40.2,    39.4,    62.5,    24.1,    40.2,    37.4,    62.4,"(MSCI EAFE INDEX X $50)","244041","ICUS","244 ","F20","FutOnly"
